database,api,permit,longitude,latitude,surface_interval_id,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name,surface_id,bottom_id,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8214,37.2908,CO-BHT-000366-b,768.1,56.7,-3.9,52.8,12.5,52.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,275.4,2.79,146,BHT-G,2425.6,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8214,37.2004,CO-BHT-000367-a,673.6,40,-5.3,34.7,12.6,32.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,245.1,2.75,90,BHT-G,2440.4,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8214,37.2004,CO-BHT-000367-b,673.6,45.6,-5.3,40.3,12.6,41.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,245.1,2.75,113,BHT-G,2440.4,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8213,37.2823,CO-BHT-000368-a,868.7,50,-2.4,47.6,12.5,40.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,307.6,2.82,114,BHT-G,2428.1,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8213,37.2823,CO-BHT-000368-b,868.7,57.8,-2.4,55.4,12.5,49.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,307.6,2.82,139,BHT-G,2428.1,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8198,37.2168,CO-BHT-000369-a,755.9,55.6,-4,51.6,12.6,51.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,271.5,2.78,143,BHT-G,2448.7,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8198,37.1579,CO-BHT-000370-a,635.5,42.2,-5.8,36.4,12.6,37.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,232.9,2.73,102,BHT-G,2388.4,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8198,37.1579,CO-BHT-000370-b,635.5,51.1,-5.8,45.3,12.6,51.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,232.9,2.73,141,BHT-G,2388.4,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8197,37.3396,CO-BHT-000371-a,873.3,47.2,-2.3,44.9,12.5,37.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,309.1,2.83,105,BHT-G,2322.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8197,37.3396,CO-BHT-000371-b,873.3,51.1,-2.3,48.8,12.5,41.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,309.1,2.83,118,BHT-G,2322.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8195,37.3471,CO-BHT-000372-a,862.6,47.8,-2.5,45.3,12.5,38,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,305.7,2.82,107,BHT-G,2306.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8195,37.3471,CO-BHT-000372-b,862.6,53.9,-2.5,51.4,12.5,45.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,305.7,2.82,127,BHT-G,2306.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8186,37.2676,CO-BHT-000373-a,827.5,42.2,-3,39.2,12.5,32.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,294.4,2.81,91,BHT-G,2432.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8186,37.2676,CO-BHT-000373-b,827.5,48.9,-3,45.9,12.5,40.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,294.4,2.81,114,BHT-G,2432.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8184,37.2674,CO-BHT-000374-a,1066.2,50,0.3,50.3,12.5,35.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,384.4,2.77,98,BHT-G,2432.3,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8184,37.2674,CO-BHT-000374-b,1066.2,57.8,0.3,58.1,12.5,42.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,384.4,2.77,119,BHT-G,2432.3,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8184,37.2674,CO-BHT-000374-c,1066.2,60,0.3,60.3,12.5,44.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,384.4,2.77,124,BHT-G,2432.3,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8184,37.2115,CO-BHT-000375-a,704.1,47.2,-4.8,42.4,12.6,42.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,254.9,2.76,117,BHT-G,2451.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8184,37.2115,CO-BHT-000375-b,704.1,55,-4.8,50.2,12.6,53.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,254.9,2.76,147,BHT-G,2451.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8175,37.2811,CO-BHT-000376-a,661.4,34.4,-5.5,28.9,12.5,24.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,241.2,2.74,68,BHT-C,2427.3,Harrison,1,68,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8173,37.1132,CO-BHT-000377-a,602,48.9,-6.4,42.5,12.6,49.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,222.2,2.71,135,BHT-G,2340.3,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8171,37.2812,CO-BHT-000378-a,960.1,54.4,-1.1,53.3,12.5,42.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,338.9,2.83,120,BHT-G,2427.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8171,37.2812,CO-BHT-000378-b,960.1,61.7,-1.1,60.6,12.5,50.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,338.9,2.83,142,BHT-G,2427.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8165,37.2721,CO-BHT-000379-a,1015.9,52.2,-0.4,51.8,12.5,38.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,359,2.83,110,BHT-G,2430.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8165,37.2721,CO-BHT-000379-b,1015.9,60,-0.4,59.6,12.5,46.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,359,2.83,131,BHT-G,2430.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.816,37.2928,CO-BHT-000380-a,804.1,46.7,-3.3,43.4,12.5,38.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,286.9,2.8,108,BHT-G,2420.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.816,37.2928,CO-BHT-000380-b,804.1,57.8,-3.3,54.5,12.5,52.2,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,286.9,2.8,146,BHT-G,2420.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.816,37.2389,CO-BHT-000381-a,848.9,46.7,-2.7,44,12.6,37,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,301.3,2.82,104,BHT-G,2442.7,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.816,37.2389,CO-BHT-000381-b,848.9,57.8,-2.7,55.1,12.6,50.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,301.3,2.82,141,BHT-G,2442.7,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8159,37.3176,CO-BHT-000382-a,830.6,38.3,-3,35.3,12.5,27.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,295.4,2.81,77,BHT-C,2366.4,Harrison,2,77,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8159,37.3176,CO-BHT-000382-b,830.6,56.7,-3,53.7,12.5,49.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,295.4,2.81,139,BHT-G,2366.4,Harrison,2,77,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8158,37.2999,CO-BHT-000383-a,777.2,42.2,-3.7,38.5,12.5,33.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,278.3,2.79,93,BHT-G,2404.9,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8158,37.2999,CO-BHT-000383-b,777.2,52.2,-3.7,48.5,12.5,46.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,278.3,2.79,129,BHT-G,2404.9,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8156,37.2865,CO-BHT-000384-a,912.9,60,-1.8,58.2,12.5,50.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,321.9,2.84,142,BHT-G,2424.7,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8145,37.1836,CO-BHT-000385-a,600.2,39.4,-6.4,33,12.6,34,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,221.6,2.71,92,BHT-G,2422.9,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8145,37.1836,CO-BHT-000385-b,600.2,50,-6.4,43.6,12.6,51.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,221.6,2.71,140,BHT-G,2422.9,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8141,37.2302,CO-BHT-000386-a,844.3,42.2,-2.8,39.4,12.6,31.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,299.8,2.82,89,BHT-G,2446.8,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8141,37.2302,CO-BHT-000386-b,844.3,53.3,-2.8,50.5,12.6,44.9,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,299.8,2.82,127,BHT-G,2446.8,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8136,37.1935,CO-BHT-000387-a,609.6,34.4,-6.2,28.2,12.6,25.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,224.6,2.71,69,BHT-C,2436.4,Harrison,2,69,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8136,37.1935,CO-BHT-000387-b,609.6,53.3,-6.2,47.1,12.6,56.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,224.6,2.71,153,BHT-G,2436.4,Harrison,2,69,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8134,37.1697,CO-BHT-000388-a,602,30.6,-6.4,24.2,12.6,19.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,222.2,2.71,52,BHT-C,2405.1,Harrison,2,52,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8134,37.1697,CO-BHT-000388-b,602,51.7,-6.4,45.3,12.6,54.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,222.2,2.71,147,BHT-G,2405.1,Harrison,2,52,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8134,37.1557,CO-BHT-000389-a,624.8,42.2,-6,36.2,12.6,37.8,"Pioneer Natural Resources, data exchange in 2011.||Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.",CO,Estimate: COSUNA section - CSR 25,,229.5,2.72,103,BHT-C,2386.6,Harrison,1,103,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8133,37.2128,CO-BHT-000390-a,766.6,37.8,-3.9,33.9,12.6,27.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,274.9,2.79,78,BHT-C,2454.4,Harrison,2,78,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8133,37.2128,CO-BHT-000390-b,766.6,42.2,-3.9,38.3,12.6,33.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,274.9,2.79,93,BHT-G,2454.4,Harrison,2,78,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8131,37.1735,CO-BHT-000391-a,612.6,44.4,-6.2,38.2,12.6,41.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,225.6,2.72,114,BHT-G,2410.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.0711E+12,,-104.8131,37.1735,CO-BHT-000391-b,612.6,48.9,-6.2,42.7,12.6,49.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,225.6,2.72,134,BHT-G,2410.2,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8123,37.3235,CO-BHT-000392-a,813.8,50.6,-3.2,47.4,12.5,42.9,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,290,2.81,121,BHT-G,2350.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8123,37.3235,CO-BHT-000392-b,813.8,56.7,-3.2,53.5,12.5,50.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,290,2.81,142,BHT-G,2350.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8114,37.1895,CO-BHT-000393-a,623.3,44.4,-6,38.4,12.6,41.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,229,2.72,113,BHT-G,2432.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8114,37.1895,CO-BHT-000393-b,623.3,51.1,-6,45.1,12.6,52.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,229,2.72,142,BHT-G,2432.3,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8113,37.315,CO-BHT-000394-a,848.9,52.2,-2.7,49.5,12.5,43.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,301.3,2.82,123,BHT-G,2368.6,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8113,37.315,CO-BHT-000394-b,848.9,57.2,-2.7,54.5,12.5,49.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,301.3,2.82,140,BHT-G,2368.6,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8111,37.1135,CO-BHT-000395-a,614.2,29.4,-6.2,23.2,12.6,17.3,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,226.1,2.72,47,BHT-C,2340.3,Harrison,2,47,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8111,37.1135,CO-BHT-000395-b,614.2,45.6,-6.2,39.4,12.6,43.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,226.1,2.72,119,BHT-G,2340.3,Harrison,2,47,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8097,37.2815,CO-BHT-000396-a,836.7,52.2,-2.9,49.3,12.6,43.9,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,297.4,2.81,123,BHT-G,2424.8,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8094,37.2816,CO-BHT-000397-a,640.1,43.9,-5.8,38.1,12.6,39.8,"Pioneer Natural Resources, data exchange in 2011.||Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.",CO,Estimate: COSUNA section - CSR 25,,234.4,2.73,109,BHT-C,2424.7,Harrison,1,109,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.809,37.0595,CO-BHT-000398-a,626.4,40,-6,34,12.6,34.2,"Pioneer Natural Resources, data exchange in 2011.||Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.",CO,Estimate: COSUNA section - CSR 25,,230,2.72,93,BHT-C,2316.4,Harrison,1,93,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8086,37.2709,CO-BHT-000399-a,961,51.1,-1.1,50,12.6,38.9,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,339.2,2.83,110,BHT-G,2429.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8086,37.2709,CO-BHT-000399-b,961,60,-1.1,58.9,12.6,48.2,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,339.2,2.83,136,BHT-G,2429.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8084,37.2963,CO-BHT-000400-a,829.1,30,-3,27,12.6,17.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,294.9,2.81,49,BHT-C,2409,Harrison,2,49,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8084,37.2963,CO-BHT-000400-b,829.1,55.6,-3,52.6,12.6,48.2,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,294.9,2.81,135,BHT-G,2409,Harrison,2,49,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8084,37.1964,CO-BHT-000401-a,647.7,36.1,-5.7,30.4,12.6,27.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,236.8,2.74,75,BHT-C,2443.4,Harrison,2,75,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8084,37.1964,CO-BHT-000401-b,647.7,53.9,-5.7,48.2,12.6,55,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,236.8,2.74,151,BHT-G,2443.4,Harrison,2,75,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8078,37.3112,CO-BHT-000402-a,853.4,46.1,-2.6,43.5,12.6,36.2,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,302.7,2.82,102,BHT-G,2374.8,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8078,37.3112,CO-BHT-000402-b,853.4,50,-2.6,47.4,12.6,40.8,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,302.7,2.82,115,BHT-G,2374.8,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8078,37.2856,CO-BHT-000403-a,791,57.8,-3.5,54.3,12.6,52.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,282.7,2.8,148,BHT-G,2422.2,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8078,37.2856,CO-BHT-000403-b,749.8,43.3,-4.1,39.2,12.6,35.5,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,269.5,2.78,99,BHT-G,2422.2,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07109E+12,,-104.8078,37.2856,CO-BHT-000403-c,749.8,51.7,-4.1,47.6,12.6,46.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,269.5,2.78,130,BHT-G,2422.2,Harrison,3,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8073,37.2902,CO-BHT-000404-a,812.3,56.7,-3.2,53.5,12.6,50.4,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,289.6,2.81,142,BHT-G,2419.7,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8073,37.2902,CO-BHT-000404-b,812.3,57.8,-3.2,54.6,12.6,51.7,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,289.6,2.81,145,BHT-G,2419.7,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8071,37.2787,CO-BHT-000405-a,767.8,55,-3.9,51.1,12.6,50.1,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,275.3,2.79,140,BHT-G,2425.4,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8065,37.3048,CO-BHT-000406-a,702.9,47.8,-4.8,43,12.6,43.2,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,254.5,2.76,119,BHT-G,2388.4,Harrison,1,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8065,37.2998,CO-BHT-000407-a,730.3,43.3,-4.4,38.9,12.6,36,"Pioneer Natural Resources, data exchange in 2011.||Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.",CO,Estimate: COSUNA section - CSR 25,,263.3,2.77,100,BHT-C,2399.9,Harrison,1,100,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,Originally BHT-G Maria changed to BHT-C with Harrison Correction Q<110.,,
SMU-Google BHT Heat Flow,5.07108E+12,,-104.8059,37.0545,CO-BHT-000408-a,637,41.7,-5.8,35.9,12.6,36.6,"Pioneer Natural Resources, data exchange in 2011.",CO,Estimate: COSUNA section - CSR 25,,233.4,2.73,100,BHT-G,2316.5,Harrison,2,,,,,,,,,,Oil or Gas Well,Unknown,,,,,,,,,,,
