database,api,permit,longitude,latitude,surface_interval_id,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name,surface_id,bottom_id,,,
SMU-Google BHT Heat Flow,4.2161E+11,,-96.196,31.8781,TX-BHT-006207-a,1376.8,54.4,4.2,58.6,21.9,26.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,55,BHT-C,,Harrison,2,58,,,,,2,,,WILLIAMS,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.2161E+11,,-96.196,31.8781,TX-BHT-006207-b,3877.1,116.7,19.1,135.8,21.9,29.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,61,BHT-C,,Harrison,2,58,,,,,2,,,WILLIAMS,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4216132604,,-96.196,31.6042,TX-BHT-006208-a,3474.1,107.2,18.7,125.9,22.3,29.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,61,BHT-C,,Harrison,2,62,,,,,4,,,XTO Energy,Gas Well,Unknown,Teague,,KB,499,152.13,Freestone,1091158,1091158,,,
SMU-Google BHT Heat Flow,4216132604,,-96.196,31.6042,TX-BHT-006208-b,3697,116.1,19,135.1,22.3,30.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63,BHT-C,,Harrison,2,62,,,,,4,,,XTO Energy,Gas Well,Unknown,Teague,,KB,499,152.13,Freestone,1091158,1091158,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1952,31.6997,TX-BHT-006209-a,1471,57.8,5.3,63.1,22.2,27.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,58,BHT-C,,Harrison,2,59,,,,,3,,,"DAY, W.H.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1952,31.6997,TX-BHT-006209-b,3751.8,110,19,129,22.2,28.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,59,BHT-C,,Harrison,2,59,,,,,3,,,"DAY, W.H.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4216132591,,-96.1947,31.5501,TX-BHT-006210-a,3769.8,120,19,139,22.4,30.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64,BHT-C,,Harrison,2,62,,,,,,,,XTO Energy,Gas Well,Unknown,Freestone,,KB,460,140.24,Freestone,1090758,1090758,,,
SMU-Google BHT Heat Flow,4216132591,,-96.1947,31.5501,TX-BHT-006210-b,3601.5,108.3,18.9,127.2,22.4,29.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,60,BHT-C,,Harrison,2,62,,,,,,,,XTO Energy,Gas Well,Unknown,Freestone,,KB,460,140.24,Freestone,1090758,1090758,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1946,31.8291,TX-BHT-006211-a,3658.5,121.1,18.9,140,22,32.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,67,BHT-C,,Harrison,1,67,,,,,5.5,,,"ROBINSON, C.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1942,31.613,TX-BHT-006212-a,3527.4,106.7,18.8,125.5,22.3,29.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,60,BHT-C,,Harrison,1,60,,,,,5.5,,,CLARKE,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,,,-96.1939,30.1053,TX-BHT-006213-a,3919.5,156.1,19.1,175.2,24.3,38.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.98,76,BHT-C,,Harrison,1,76,,,,,,,,Bradco I-Liddell  ,Oil or Gas Well,Unknown,,,,,,Washington,,,,,
SMU-Google BHT Heat Flow,4248134552,,-96.1938,29.3959,TX-BHT-006214-a,1200,52.2,2,54.2,24.3,24.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.96,49,BHT-C,,Harrison,1,49,,,,,,,,BSE Production Co,Gas Well,Unknown,Wildcat,,KB,130,39.63,Wharton,1094722,1094722,,,
SMU-Google BHT Heat Flow,,,-96.1933,32.0034,TX-BHT-006215-a,2200.6,82.2,12.3,94.5,21.69,33.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.13,72,BHT-C,,Harrison,1,72,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.193,31.5577,TX-BHT-006216-a,3811,127.8,19.1,146.9,22.4,32.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,67,BHT-C,,Harrison,1,67,,,,,8,,,EVANS A O JR GU,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1929,31.5443,TX-BHT-006217-a,3811,137.8,19.1,156.9,22.4,35.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,73,BHT-C,,Harrison,2,75,,,,,11,,,WIEBOLT GAS UNIT,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1929,31.5443,TX-BHT-006217-b,3595.1,137.8,18.9,156.7,22.4,37.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,77,BHT-C,,Harrison,2,75,,,,,11,,,WIEBOLT GAS UNIT,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1916,31.5475,TX-BHT-006218-a,3788.1,120,19,139,22.4,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63,BHT-C,,Harrison,1,63,,,,,,,,WIEBOLT,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4248134621,,-96.1915,29.3903,TX-BHT-006219-a,1786,65,8.6,73.6,24.3,27.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.96,54,BHT-C,,Harrison,1,54,,,,,,,,BSE Production Co,Gas Well,Unknown,Spanish Camp,,KB,132,40.24,Wharton,1101955,1101955,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1913,31.5355,TX-BHT-006220-a,3841.5,126.7,19.1,145.8,22.4,32.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,66,BHT-C,,Harrison,1,66,,,,,,,,CUMMINS,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4248134822,,-96.1912,29.586,TX-BHT-006221-a,1370.1,52.8,4.1,56.9,24.4,23.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,47,BHT-C,,Harrison,1,47,,,,,6,,,Gasper Rice Resources,Gas Well,Unknown,Wildcat,,KB,157.9,48.14,Wharton,1134152,1134152,,,
SMU-Google BHT Heat Flow,4216132610D1,,-96.1904,31.6094,TX-BHT-006222-a,3557,113.9,18.8,132.7,22.3,31,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64,BHT-C,,Harrison,2,68,,,,,5.5,,,XTO Energy,Gas Well,Unknown,Teague,,KB,507,154.57,Freestone,1087490,1087490,,,
SMU-Google BHT Heat Flow,4216132610D1,,-96.1904,31.6094,TX-BHT-006222-b,3761.3,132.8,19,151.8,22.3,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71,BHT-C,,Harrison,2,68,,,,,5.5,,,XTO Energy,Gas Well,Unknown,Teague,,KB,507,154.57,Freestone,1087490,1087490,,,
SMU-Google BHT Heat Flow,,,-96.1904,28.7323,TX-BHT-006223-a,4913.7,146.1,19.1,165.2,24.8,28.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.92,55,BHT-C,,Harrison,1,55,,,,,,,,Tidewater Oil 2-Hans 1. Nelson ,Oil or Gas Well,Unknown,,,,,,Matagorda,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1896,31.5028,TX-BHT-006224-a,2710.7,93.3,15.8,109.1,22.4,32,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,66,BHT-C,,Harrison,3,68,,,,,6,,,"HUNT, N.B.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1896,31.5028,TX-BHT-006224-b,3768.3,123.9,19,142.9,22.4,32,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,66,BHT-C,,Harrison,3,68,,,,,6,,,"HUNT, N.B.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1896,31.5028,TX-BHT-006224-c,4261.6,150,19.1,169.1,22.4,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71,BHT-C,,Harrison,3,68,,,,,6,,,"HUNT, N.B.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1892,31.7512,TX-BHT-006225-a,3817.1,132.2,19.1,151.3,22.1,33.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,70,BHT-C,,Harrison,2,65,,,,,6,,,"HILL, F.E., III",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1892,31.7512,TX-BHT-006225-b,1449.1,59.4,5,64.4,22.1,29.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,60,BHT-C,,Harrison,2,65,,,,,6,,,"HILL, F.E., III",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1891,31.769,TX-BHT-006226-a,3719.5,115.6,19,134.6,22.1,30.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,63,BHT-C,,Harrison,2,58,,,,,10,,,"WARD, J.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1891,31.769,TX-BHT-006226-b,1417.7,53.3,4.7,58,22.1,25.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,52,BHT-C,,Harrison,2,58,,,,,10,,,"WARD, J.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4216132744D1,,-96.1891,31.6351,TX-BHT-006227-a,3703.4,133.9,19,152.9,22.3,35.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,73,BHT-C,,Harrison,1,73,,,,,8,,,Hunt Petroleum,Gas Well,Unknown,"Teague, N.E.",,KB,415.5,126.68,Freestone,1096462,1096462,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1886,31.8094,TX-BHT-006228-a,3606.4,115.6,18.9,134.5,22,31.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65,BHT-C,,Harrison,1,65,,,,,15,,,STEWARDS MILL GAS UNIT,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4216132576,,-96.1885,31.6121,TX-BHT-006229-a,3757.3,122.2,19,141.2,22.3,31.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,65,BHT-C,,Harrison,2,67,,,,,7,,,XTO Energy,Gas Well,Unknown,Teague,,KB,493,150.3,Freestone,1090437,1090437,,,
SMU-Google BHT Heat Flow,4216132576,,-96.1885,31.6121,TX-BHT-006229-b,3556.7,122.8,18.8,141.6,22.3,33.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,69,BHT-C,,Harrison,2,67,,,,,7,,,XTO Energy,Gas Well,Unknown,Teague,,KB,493,150.3,Freestone,1090437,1090437,,,
SMU-Google BHT Heat Flow,,,-96.1883,28.8532,TX-BHT-006230-a,3431.4,111.1,18.6,129.7,24.6,30.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.92,59,BHT-C,,Harrison,1,59,,,,,,,,"George R. Brown I-Jennie Grant (section D, no. 31) ",Oil or Gas Well,Unknown,,,,,,Matagorda,,,,,
SMU-Google BHT Heat Flow,4216132675,,-96.188,31.5638,TX-BHT-006231-a,3786.3,132.2,19,151.2,22.4,34,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,70,BHT-C,,Harrison,1,70,,,,,5.75,,,"Devon Energy Operating Co., LP",Gas Well,Unknown,Dew,,KB,465,141.77,Freestone,1094105,1094105,,,
SMU-Google BHT Heat Flow,,,-96.1878,32.9377,TX-BHT-006232-a,2897,91.7,16.7,108.4,20.53,30.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.19,67,BHT-C,,Harrison,1,67,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-96.1878,32.6877,TX-BHT-006233-a,2822.3,94.4,16.4,110.8,20.79,32.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.18,71,BHT-C,,Harrison,1,71,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-96.1878,32.4377,TX-BHT-006234-a,3183.2,103.3,17.9,121.2,21.07,31.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.17,69,BHT-C,,Harrison,2,68,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-96.1878,32.4377,TX-BHT-006234-b,1247.3,55.6,2.6,58.2,21.07,30.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.17,66,BHT-C,,Harrison,2,68,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1862,31.8713,TX-BHT-006235-a,3597.6,121.7,18.9,140.6,21.9,33,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,68,BHT-C,,Harrison,1,68,,,,,4.5,,,BEST,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1862,31.7559,TX-BHT-006236-a,1451.5,59.4,5.1,64.5,22.1,29.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,60,BHT-C,,Harrison,2,63,,,,,5.5,,,"REED, H.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1862,31.7559,TX-BHT-006236-b,3811,123.3,19.1,142.4,22.1,31.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65,BHT-C,,Harrison,2,63,,,,,5.5,,,"REED, H.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,,,-96.1861,29.0553,TX-BHT-006237-a,2506.1,71.7,14.5,86.2,24.35,25.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.89,48,BHT-C,,Harrison,1,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-96.186,30.3413,TX-BHT-006238-a,2987.8,110,17.1,127.1,23.9,34.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.99,69,BHT-C,,Harrison,1,69,,,,,,,,"Gulf Coast Leaseholds, Inc. I-G. W.Tate (section 7, no. 3)",Oil or Gas Well,Unknown,,,,,,Washington,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1856,31.6792,TX-BHT-006239-a,1480.2,53.3,5.4,58.7,22.2,24.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,51,BHT-C,,Harrison,2,60,,,,,3,,,LEDBETTER GAS UNIT 2,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1856,31.6792,TX-BHT-006239-b,3864.3,130,19.1,149.1,22.2,32.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,68,BHT-C,,Harrison,2,60,,,,,3,,,LEDBETTER GAS UNIT 2,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+13,,-96.1851,31.6351,TX-BHT-006240-a,3913.1,137.8,19.1,156.9,22.3,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71,BHT-C,,Harrison,1,71,,,,,10,,,"BONNER, J.",Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4216132799,,-96.1851,31.6162,TX-BHT-006241-a,3555.8,109.4,18.8,128.2,22.3,29.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,61,BHT-C,,Harrison,1,61,,,,,5,,,XTO Energy,Gas Well,Unknown,Mimms Creek,,KB,483,147.26,Freestone,1098812,1098812,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1848,31.8375,TX-BHT-006242-a,3658.5,120,18.9,138.9,22,32,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,66,BHT-C,,Harrison,1,66,,,,,7.5,,,WHATLEY,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1847,31.8231,TX-BHT-006243-a,1372,56.7,4.1,60.8,22,28.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,59,BHT-C,,Harrison,4,60,,,,,2,,,SOUTH MILL GAS UNIT 1,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
SMU-Google BHT Heat Flow,4.21613E+11,,-96.1847,31.8231,TX-BHT-006243-b,3795.7,113.9,19,132.9,22,29.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,60,BHT-C,,Harrison,4,60,,,,,2,,,SOUTH MILL GAS UNIT 1,Oil or Gas Well,Unknown,,,,,,Freestone,,,,,
